Pathological_type,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Rectal,Rectal,Rectal,Rectal,Rectal,Rectal
hsa-miR-652(1),-9.615403589,-10.89077475,-8.456831895,-9.342462398,-12.00636428,-7.568544275,-12.54250947,-9.790001666,-10.78252773,-11.55378108,-10.22458914,-11.1313546,-10.04610555,-11.08715467,-10.49359808,-9.330309406,-11.76871908,-7.862710368,-11.51399872,-11.06379254,-11.52296709,-10.40497544,-11.93274124,-10.1442912,-10.97980886
hsa-miR-28-5p(1),-12.19907549,-11.42376204,-11.61602951,-10.43863786,-10.33885553,-14.08607852,-12.83522237,-29.89735285,-11.79882723,-11.36113979,-12.4843944,-10.47531068,-12.24892505,-10.2661225,-11.70361576,-11.14571727,-12.13090806,-9.977314087,-10.22900972,-10.08254667,-11.55135862,-10.70024177,-12.7243004,-11.21136878,-12.31748452
hsa-miR-1307-3p(1),-9.780645929,-12.06011299,-9.378451941,-10.66841676,-13.8377549,-9.153028964,-12.37079248,-9.874890215,-10.89193664,-11.40694067,-11.58462054,-11.96629798,-11.55057944,-12.67211717,-11.32610757,-9.389222482,-12.17357194,-9.965997819,-10.86094847,-11.89170089,-10.8777757,-11.42268835,-11.76364369,-10.7394336,-10.19280411
hsa-miR-1247(1),-16.19821423,-13.80848182,-29.89735285,-12.85572578,-15.40174762,-16.80724043,-17.50664648,-12.91927926,-16.25349666,-12.55378541,-16.77776323,-12.7834276,-17.97551192,-11.70864329,-12.42471754,-29.89735285,-20.1176335,-12.50656253,-12.27257881,-12.725277,-16.74411752,-17.23780286,-29.89735285,-15.43971547,-14.48200719
hsa-miR-320(1),-6.465018299,-8.536180103,-5.637450583,-6.332874329,-8.019087107,-6.925786497,-9.452833324,-7.435468535,-9.711365601,-9.19623087,-9.208905315,-9.524698185,-9.078997707,-9.645315781,-9.035936489,-7.242928348,-9.602768001,-7.671377328,-9.385790315,-9.071800082,-7.59433443,-8.587112864,-10.04138031,-9.654190495,-7.066735911
hsa-miR-615(1),-20.32370567,-16.97737226,-14.52217763,-16.17668107,-17.22448558,-17.32275933,-17.93156857,-29.89735285,-15.45259676,-17.36110564,-17.85432557,-14.36780029,-16.39551567,-14.18740747,-16.15546458,-29.89735285,-17.6775793,-29.89735285,-8.095865118,-19.14916,-21.2038659,-16.56699614,-15.76968089,-14.88717445,-18.46168259
hsa-miR-324-3p(1),-11.77822935,-13.10212489,-10.60538405,-11.19000046,-13.7757384,-10.3465948,-12.2470724,-11.59735787,-11.734696,-12.96882291,-11.17061914,-12.1313546,-10.63699377,-12.53461279,-10.90054839,-11.43404003,-12.31409376,-10.26555766,-11.44080592,-12.37335452,-12.19858037,-11.4905458,-12.19876348,-11.20891812,-12.0417361
hsa-miR-455-5p(1),-12.10402262,-12.87598244,-29.89735285,-13.93608405,-12.60329756,-13.25922809,-16.98858497,-10.91928484,-10.66580352,-11.19121437,-9.635319964,-12.7163171,-9.816972497,-12.23915532,-10.38524899,-11.26968361,-16.15546458,-8.988718354,-11.20608301,-11.68105696,-13.94743497,-12.02748795,-11.76032671,-11.33861079,-13.22118915
hsa-miR-670(1),-16.73779683,-15.73779683,-11.47045342,-15.17668107,-20.9258093,-13.54441285,-13.01199012,-29.89735285,-14.67229608,-14.55305695,-13.15512238,-17.17668107,-14.27621674,-15.99610882,-12.58395606,-10.06370916,-18.7552458,-10.38103532,-14.63144484,-16.92437307,-15.11907034,-17.59528518,-14.52557621,-14.97272589,-14.27050309
hsa-miR-365(2),-14.91364666,-13.16351661,-13.66290961,-14.27908207,-11.06569305,-14.04160837,-13.15846893,-29.89735285,-17.25801215,-16.3586789,-12.5019275,-15.17668107,-16.39551567,-14.40800661,-15.03432814,-14.21457767,-14.59886064,-29.89735285,-17.2625418,-13.07269239,-14.95428865,-15.77776323,-29.89735285,-18.41051783,-14.72993471
hsa-miR-760(1),-14.03675081,-16.17668107,-11.36492083,-13.11352331,-14.18471839,-12.52968216,-17.48796192,-8.20503874,-10.83199457,-12.55378541,-14.23112885,-10.03619778,-10.28335661,-8.478343728,-12.80461636,-13.02702426,-14.37391341,-8.826447081,-12.91303454,-11.64609699,-13.61868561,-13.26582051,-12.97830333,-12.31032254,-10.53626151
hsa-miR-532-3p(1),-14.04648234,-14.21732305,-13.72406611,-13.40800661,-13.78589111,-13.29639462,-13.77776323,-29.89735285,-13.35112155,-15.03917754,-12.33200529,-12.59078379,-11.80691992,-12.74611825,-14.24506804,-13.20679553,-14.11650555,-10.53973427,-11.94160647,-13.20734124,-15.32275933,-13.25686783,-14.66853416,-13.05430284,-14.81470481
hsa-miR-15b(1),-14.08357166,-11.14313407,-12.02514091,-11.64273017,-11.47607695,-11.60602924,-12.66891931,-13.92034131,-12.40028069,-12.38385656,-12.51769528,-12.17574629,-11.78701739,-11.94964744,-11.07749498,-11.58249085,-13.86979237,-11.05910607,-13.08561442,-11.68105696,-13.90034984,-12.53379127,-11.60335592,-12.22039032,-13.81470481
hsa-miR-30b(1),-10.01466652,-8.012027738,-8.591307858,-8.854084545,-7.941044767,-9.50418553,-9.380455386,-9.70983042,-9.376625802,-8.642331202,-9.058622873,-8.85684506,-9.30678956,-7.925265636,-7.74540913,-7.928262544,-9.14863914,-9.288913021,-7.685791871,-8.731725099,-9.349466114,-8.604593119,-9.445378129,-8.85333235,-9.729688481
hsa-miR-125a(1),-5.492992085,-5.440041995,-6.199824536,-5.847651264,-7.012711107,-5.691906349,-7.013860099,-6.257506097,-7.028840173,-6.478494879,-5.382873251,-7.363572103,-5.894694475,-7.140734233,-6.410111916,-6.905614952,-6.884904436,-6.689873749,-6.056845747,-7.038833381,-6.419110921,-6.436354105,-6.80687695,-6.047358835,-6.299088128
hsa-miR-339-5p(1),-11.36826932,-11.86968979,-10.22252612,-11.0521201,-10.47711093,-11.05010889,-12.8598059,-9.218844695,-9.618015461,-10.13231933,-7.929185654,-10.02600255,-9.022646857,-10.39413077,-9.856863789,-11.10134811,-10.78285304,-10.15864372,-9.440803916,-10.57735225,-11.82699602,-9.641384951,-10.30481734,-9.871407669,-10.93602752
hsa-miR-1269(1),-21.32370567,-20.46899268,-18.27621674,-17.63584554,-29.89735285,-29.89735285,-20.34660607,-29.89735285,-29.89735285,-29.89735285,-13.94971592,-29.89735285,-17.97551192,-29.89735285,-21.7075283,-29.89735285,-9.332720479,-13.96578428,-29.89735285,-29.89735285,-29.89735285,-21.00860961,-29.89735285,-20.99648605,-16.28771238
hsa-miR-99b(1),-8.088525726,-7.358219134,-6.855743662,-7.821899819,-9.688016107,-7.304833541,-8.653232371,-6.211925096,-7.136402713,-6.596266432,-5.613018487,-7.889191671,-6.051660003,-8.245850882,-7.522471241,-7.477973571,-8.28051643,-7.518914841,-6.820176113,-8.237673951,-8.208968494,-7.67996515,-7.080051603,-7.558548749,-7.477576768
hsa-miR-214-5p(1),-14.89594466,-13.61868561,-29.89735285,-13.72993471,-13.4333177,-16.4333177,-16.3586789,-29.89735285,-11.53033917,-12.11321008,-13.87628613,-11.85382353,-13.65544416,-10.72725664,-9.925767203,-16.60964047,-15.57401656,-15.96809445,-10.24784054,-15.20910254,-14.93608405,-12.34418858,-16.00556915,-14.11394531,-13.85903397
