Embryological_type,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut
hsa-miR-30c(2),-8.692137111,-10.56337644,-12.29297337,-9.892596097,-9.542486882,-8.872443166,-8.331390824,-8.800214454,-8.757694091,-9.680141785,-7.951620411,-8.31046131,-10.86722728,-8.532798161,-7.683008532,-8.045157507,-9.040488921,-8.659566966,-10.48988798,-10.28688487,-8.45449944,-9.273925885,-9.789498537,-7.155386015,-7.842959188,-9.024016139,-7.763825854,-9.404424907,-8.428238719,-8.505277603,-9.943547164,-8.288470895,-8.294412098,-9.139830997,-8.60024515,-8.297883533,-7.551942463,-6.15191497,-9.749359221,-9.148827481,-8.66703683,-8.53249363,-8.232698983,-7.002521956,-9.414246611,-7.309753633,-8.24028218,-8.556138099,-7.949555419,-9.996525837,-8.058395949,-9.143545246,-7.990418965,-8.487082153,-8.985712175,-9.838765189,-9.781571286
hsa-miR-103(2),-7.748187822,-8.091019182,-10.57676602,-8.847404623,-9.391356239,-8.058569792,-6.611528625,-9.357954515,-7.254922541,-8.485016634,-6.664398864,-5.278227811,-10.03654624,-6.870432332,-6.157598198,-7.594091892,-7.105597355,-6.435804213,-8.283244696,-6.854371143,-7.173822097,-6.577772236,-8.493236207,-5.420800199,-6.305960513,-5.780275049,-6.735448292,-6.941607712,-5.921379935,-6.319848305,-7.318295235,-6.357727805,-5.154453985,-4.494144606,-6.928563386,-6.892148427,-5.552718041,-7.59879687,-6.426069228,-6.951507556,-7.764064492,-7.646892505,-6.219023084,-7.912800189,-8.122480154,-5.03397677,-6.897929971,-6.084751888,-7.77218189,-6.071180396,-6.779315421,-7.968472364,-7.588796897,-7.43051289,-8.123953631,-8.848408399,-9.077220647
hsa-miR-30e(1),-6.749375208,-6.713800457,-9.117333802,-6.56061504,-7.654923317,-7.862271203,-7.391230779,-6.808339199,-6.045218766,-7.154015292,-8.241199056,-8.457271963,-11.19765163,-7.765592585,-8.04438147,-10.45689526,-8.450051651,-8.661681577,-7.034659316,-7.048127024,-6.645762094,-8.107715338,-9.533843673,-7.694510416,-8.155775186,-8.167448371,-7.320671305,-7.996668431,-7.158777094,-7.343686065,-6.548401203,-8.368697965,-7.868557808,-8.723464096,-8.282047862,-8.442609274,-8.44725821,-6.260584543,-7.198184992,-7.455088403,-6.425765449,-6.371034035,-7.317590839,-6.810408401,-7.464872377,-7.233043166,-8.104353704,-8.185283939,-6.380618619,-7.366085394,-7.360104114,-6.540911227,-6.47569081,-7.175254523,-7.953024695,-6.777747561,-7.027942192
hsa-miR-542(1),-11.28357058,-12.3443011,-13.16173073,-13.30951675,-15.73779683,-14.01509192,-14.11907034,-11.13727943,-10.3604265,-13.81470481,-16.82220801,-16.60964047,-29.89735285,-16.42060665,-15.89594466,-29.89735285,-16.86289776,-17.16603382,-13.36780029,-15.68364106,-15.08858974,-15.76164357,-29.89735285,-15.85261723,-16.91186665,-16.49860916,-15.60244497,-18.47739268,-15.15546458,-15.38931052,-29.89735285,-17.07757292,-15.69125424,-16.33463343,-14.41744631,-15.05382432,-16.82891044,-16.53925115,-14.91810631,-13.20193423,-12.86594241,-11.83757536,-14.42694818,-14.40800661,-15.27050309,-13.80641344,-12.39260368,-14.43651304,-16.19821423,-13.96578428,-14.03190954,-15.47213695,-15.68364106,-16.18740747,-16.3586789,-15.10374954,-29.89735285
hsa-miR-197(1),-12.25764473,-14.3586789,-16.10374954,-12.66928576,-12.73640801,-10.95650592,-11.5881874,-12.89712173,-12.00925772,-11.84566065,-10.98714639,-10.88321793,-12.56283514,-11.68770911,-11.67193828,-10.59064585,-11.29694263,-11.03045731,-12.24621705,-12.99757112,-11.31611549,-12.1095778,-11.23428473,-9.41567067,-10.14903059,-11.85430955,-10.42679724,-13.15754588,-11.04901111,-11.29451628,-12.14831492,-11.35582135,-13.60603824,-14.23112885,-13.02398084,-12.65386272,-12.31515206,-12.46990087,-12.91927926,-11.43640508,-11.7664053,-11.63321726,-10.76104758,-10.74611577,-10.81279617,-9.419367366,-11.19571135,-12.87669839,-12.2817735,-11.10801663,-8.392553259,-11.59402248,-11.06734527,-11.96878243,-11.95515911,-13.11973794,-12.7986422
hsa-miR-191(1),-9.222023754,-10.79495932,-12.32773455,-9.899043402,-10.62788142,-9.534273643,-9.16931029,-10.34885264,-9.40122954,-9.721562114,-7.647890696,-6.199908212,-9.109115644,-7.488166531,-7.487999212,-7.51731515,-7.863291426,-8.215451339,-10.06335408,-9.914616855,-8.508761091,-8.942964823,-12.08228233,-7.332626759,-8.179297906,-9.233571535,-8.296048595,-11.08715781,-8.058770584,-8.350017715,-9.032836446,-8.535338959,-7.563211078,-6.704802972,-9.602093987,-7.293807776,-7.072695299,-7.943302126,-8.099105336,-9.238464116,-9.372563434,-9.01240952,-8.588517245,-8.982816622,-9.914675338,-8.413917387,-8.378916281,-7.46246074,-9.005469791,-8.029360422,-8.705879109,-8.744231344,-8.463532109,-8.960473413,-9.139616973,-9.443478396,-9.302219236
hsa-miR-193b(1),-11.83570743,-14.08607852,-11.82731055,-13.04219238,-12.34409106,-11.60036497,-12.27448597,-11.75056046,-12.08858345,-11.16407929,-12.29691722,-12.05549371,-11.59454438,-13.16827652,-13.75964121,-11.24744063,-11.56273039,-11.51588172,-12.20774383,-14.52217763,-15.08858974,-12.6259719,-15.40174762,-13.50362724,-13.43651304,-15.61687204,-13.65544416,-12.47947562,-12.73308424,-13.66103963,-11.56335024,-13.09964067,-13.54441285,-11.69761342,-14.42694818,-12.19756354,-13.03717519,-10.21441997,-29.89735285,-13.9383471,-13.55826837,-12.45424743,-14.04892552,-10.70864087,-12.95029813,-14.98671012,-12.49847559,-11.14093661,-11.25146578,-12.05910915,-13.14251753,-13.97970106,-12.47824031,-13.31833161,-15.78589111,-15.87845723,-14.01987699
hsa-miR-9(3),-7.969916304,-9.601326152,-12.77840165,-9.258389369,-10.27701667,-10.84547482,-10.61547941,-8.86616186,-7.678160399,-9.587572329,-15.20364811,-14.28195311,-13.91587476,-14.49860916,-14.67606784,-10.55796168,-14.46886182,-13.72601966,-12.45521929,-12.95515911,-13.50195261,-13.94515763,-13.0793949,-12.89253987,-15.01509192,-16.13455559,-12.70962384,-12.8353278,-13.8314319,-17.16391377,-11.03394695,-14.64987032,-14.91364666,-11.66403277,-14.03675081,-11.74436003,-9.99862896,-13.40957561,-13.911422,-9.080923049,-14.25914323,-10.23175149,-13.60783823,-12.67139233,-11.57289979,-8.22019068,-11.89329153,-13.36323239,-13.32275933,-9.900123746,-8.24672573,-11.71189665,-11.66478671,-15.48531234,-16.13455559,-13.49360848,-16.18740747
hsa-miR-128(2),-12.14734598,-13.08869028,-11.95736624,-13.05785378,-13.24454989,-11.20804755,-11.84008029,-12.56163976,-11.71975326,-11.95931821,-10.35170395,-10.1397724,-12.76447162,-10.63195986,-10.13637308,-10.61559258,-10.25147633,-10.61128022,-11.3263891,-11.99757702,-12.02981469,-11.14839679,-10.45001129,-10.1090312,-9.860768711,-10.57651485,-11.29085004,-12.41338754,-11.03708727,-10.64619409,-11.14831492,-10.75724705,-10.84691429,-11.61615631,-11.53856002,-11.30447613,-9.852447839,-13.03648411,-12.59735787,-12.93890209,-10.6000492,-11.90170714,-9.945338267,-12.08715153,-11.95029813,-8.599519709,-10.37849419,-11.62552511,-13.07895792,-11.96599782,-10.59110867,-10.69446619,-9.457108189,-11.10213757,-8.234646237,-9.551197337,-10.16859529
hsa-miR-142-3p(1),-8.448317589,-9.932273182,-14.68364106,-7.563667086,-11.33552794,-7.539667431,-9.111909166,-10.63848322,-11.59199912,-7.72174087,-11.03858565,-11.52483209,-14.1793552,-11.79733223,-11.69359861,-11.50269758,-12.50709991,-10.63329746,-8.430532551,-11.52345541,-11.67366692,-11.67236671,-10.45001129,-9.915759095,-11.34707953,-11.83592892,-10.07887365,-10.80705173,-10.21370711,-11.3817762,-9.645813812,-9.848101209,-12.07284155,-12.6923424,-11.65608188,-12.39966471,-9.331020969,-11.8808329,-12.11193232,-10.06443503,-11.18144447,-10.79128327,-11.08738067,-10.90658131,-10.95029813,-11.66111905,-9.577492233,-11.18349651,-11.58762783,-11.05910607,-9.102654604,-8.506492745,-6.675790955,-9.192410731,-10.57896892,-11.12867421,-11.26022565
hsa-miR-451(1),-9.953217041,-8.412922789,-12.041432,-7.243299462,-11.46961853,-6.011648662,-9.972488171,-12.09699639,-14.57753963,-9.911139987,-10.72383186,-10.81315433,-7.167532367,-8.463482201,-11.41458428,-7.465372526,-11.69633934,-11.46697381,-12.45567305,-11.71634623,-11.91878203,-12.67551088,-12.59685729,-12.12988607,-11.42959608,-9.528224146,-11.69554481,-11.27002203,-10.1385327,-9.284105646,-9.485348531,-12.14618149,-9.92894902,-8.892417149,-8.737057314,-8.685647512,-7.516197292,-7.186184158,-12.11193232,-7.969277669,-12.32751949,-8.239604389,-11.75402445,-9.844296686,-12.27222908,-8.598300268,-7.157928834,-9.77580416,-11.43604528,-8.258638991,-13.04629927,-9.303388262,-10.41010357,-13.73976907,-14.39551567,-15.03432814,-13.28406697
hsa-miR-744(1),-10.21481083,-13.03688417,-11.80264627,-11.84598989,-11.18181644,-11.0767999,-11.09029987,-11.05107588,-9.707059146,-10.8010778,-8.867788596,-8.815599628,-10.7644666,-9.852399826,-10.37473684,-9.468209727,-9.867663916,-8.766369489,-10.93210968,-10.83190516,-8.508761091,-9.976528994,-11.31674464,-8.998662169,-10.46338035,-10.16744837,-8.778613245,-10.10878904,-8.795736178,-10.3335775,-8.900386375,-9.463130857,-9.692366269,-9.736250502,-10.01428601,-10.73924616,-8.980658421,-12.38219203,-10.0613025,-8.334042051,-10.24145183,-10.25261286,-8.474742403,-9.949650289,-8.829283783,-8.191338769,-12.13563283,-10.7352148,-13.07895792,-8.62614803,-9.63126635,-11.99335924,-10.92677226,-10.78794046,-9.932751106,-11.15352759,-10.04121612
hsa-miR-32(1),-10.97823639,-14.53239748,-29.89735285,-14.82304411,-13.5272785,-11.89992525,-12.69654044,-12.73723523,-10.8347243,-14.11138961,-13.1258247,-12.86285477,-29.89735285,-12.73446985,-11.53373567,-14.58107132,-13.93382454,-13.2363542,-15.86979237,-14.81055317,-10.42574114,-11.22469962,-12.08228233,-7.949951343,-9.856612308,-11.16100047,-9.748012582,-10.36053461,-10.98461844,-10.59750539,-11.73327579,-10.16552837,-14.61687204,-13.94971592,-15.51878704,-14.24787212,-14.24506804,-13.37085361,-12.33432048,-10.93890492,-11.04880632,-9.64003868,-9.67179118,-9.844296686,-12.68726182,-11.27863757,-10.08114729,-12.91922338,-11.83976297,-9.506566725,-10.90950597,-10.41348592,-9.752908697,-9.941868957,-10.13650948,-13.24042528,-10.33298191
hsa-miR-129-1-3p(1),-14.16338424,-18.24899527,-14.36475342,-14.97272589,-16.56699614,-29.89735285,-16.14497221,-15.42060665,-14.15283433,-18.11190039,-12.72242717,-9.636371317,-13.33165573,-12.7095272,-12.24102576,-11.41980406,-11.63729245,-10.26371546,-29.89735285,-13.95428865,-13.67418073,-15.56000971,-14.40487372,-11.76844727,-13.70853223,-18.44099844,-14.41114632,-15.89594466,-11.92297748,-13.90920076,-12.7332807,-13.7737164,-11.71061473,-9.722039659,-12.86375779,-12.51327741,-10.5416856,-15.58816075,-12.91927926,-10.18401669,-16.67304964,-13.66103963,-11.45658099,-14.67229608,-12.1847654,-15.43971547,-11.59239555,-11.31961057,-15.03432814,-10.878536,-12.38579321,-19.29930035,-19.14916,-13.60244497,-15.47213695,-15.03432814,-14.10374954
hsa-miR-199b-5p(1),-9.704206534,-11.21676326,-13.38776339,-10.04609334,-9.688382682,-8.457439306,-8.329249679,-10.26546531,-11.62953746,-8.967504281,-11.0429562,-11.96287874,-13.29639462,-10.15231049,-11.79560283,-11.78126785,-11.45244312,-11.61699439,-12.6654192,-11.57183658,-9.758744812,-10.02922059,-12.23428125,-10.90955315,-10.21380819,-10.45832147,-10.04054286,-11.31286006,-10.34597503,-10.0590599,-11.2738464,-11.18817815,-9.838666109,-15.86117924,-13.39862828,-10.23696866,-11.08375953,-10.65610051,-11.91928484,-10.30160367,-9.316713359,-9.571082478,-11.14234143,-9.034041479,-8.291174038,-10.67097359,-7.408736966,-8.94405868,-10.04149889,-10.96599782,-8.138549772,-11.05880751,-10.14125266,-10.19574688,-12.28488027,-10.31365854,-12.94303157
hsa-miR-1179(1),-9.885993181,-14.8741183,-12.87793587,-29.89735285,-13.92931612,-15.60244497,-16.05382432,-13.49527345,-11.6602783,-14.48862507,-12.3873846,-13.29204697,-18.08758473,-12.59088169,-12.56676855,-13.18387236,-13.19453084,-10.68270171,-16.4590808,-14.91364666,-12.86630863,-15.08858974,-15.40174762,-12.00945399,-12.58285812,-13.16817027,-13.88717445,-14.15809964,-13.0311606,-13.21326175,-14.73386041,-13.23143407,-11.22708388,-12.12503184,-12.69019551,-14.18740747,-11.16947892,-15.25349666,-13.92034131,-13.52387592,-15.45259676,-15.3586789,-14.43971547,-13.9937534,-14.27335709,-12.87649225,-12.56849389,-13.05940469,-20.01013224,-12.50656253,-17.58674007,-13.23312781,-10.84063841,-16.64025971,-12.53738887,-29.89735285,-14.01987699
hsa-miR-199a-5p(2),-8.636470064,-8.21803384,-12.42451132,-8.561457157,-8.535925192,-7.146434306,-5.969387674,-8.690894088,-10.15381189,-7.288106244,-8.964170811,-8.81655419,-11.85104947,-8.364969817,-9.634302626,-10.50006261,-8.976194006,-9.192995773,-9.921642003,-10.45490134,-8.42412771,-7.518007277,-9.450012298,-7.167090042,-7.344335096,-7.57677153,-8.456554639,-7.883902044,-7.904137676,-6.479282535,-9.688882709,-8.740970992,-7.756108527,-12.31387338,-9.919115823,-7.672950717,-8.296487153,-8.134063479,-8.853194902,-8.828150924,-6.933888044,-7.159430528,-7.845943749,-7.375658252,-6.396754438,-7.512282245,-4.950202954,-6.862225884,-8.083268394,-9.608446237,-5.766646484,-9.111983404,-8.791691752,-7.915835392,-10.41971315,-9.703033637,-11.06167866
hsa-miR-26a(2),-5.870720423,-6.152554937,-9.196083624,-6.839960791,-6.784998144,-6.548719376,-5.290561979,-6.35409395,-6.533015914,-7.407871857,-5.038136295,-4.732837741,-8.95623717,-4.557557139,-4.320545242,-6.493352922,-4.945903823,-4.718635315,-7.305493392,-6.866611976,-5.42316833,-6.120120719,-7.720091185,-4.860300719,-5.142064981,-5.296075236,-5.65789927,-5.735832812,-5.827527395,-4.897421348,-6.62130628,-5.878999839,-5.087655269,-5.55784594,-6.489545448,-5.181162944,-5.163577675,-4.352955351,-5.385292643,-7.352239431,-5.360603545,-5.599171252,-5.526276634,-5.624806357,-7.225976353,-5.424871045,-5.957415545,-5.00448458,-6.433560599,-6.419759592,-6.281632976,-5.392056157,-4.697983006,-5.346402206,-6.080668962,-6.32735845,-6.171372058
hsa-miR-26b(1),-8.2897891,-8.563735595,-12.20405648,-9.129894965,-9.329840487,-8.980803464,-8.052466681,-8.821589736,-8.705155172,-9.688749352,-7.269065299,-6.381095441,-10.80404878,-6.467324816,-5.895332355,-9.003843191,-7.037179738,-7.716738281,-10.12771514,-9.114341052,-7.984823456,-8.245590764,-9.207876911,-7.047960353,-8.133164409,-7.582884394,-8.468258777,-8.249852706,-7.972270412,-7.904432492,-9.472874881,-8.066101673,-7.649267198,-7.388487677,-8.244931045,-7.798232062,-7.39207409,-6.818336254,-8.280196614,-8.707907102,-7.676117996,-8.699359925,-8.680824264,-7.809986812,-10.07569875,-6.680323323,-8.224611584,-6.655687348,-8.393141957,-8.503863935,-9.278637575,-7.724472169,-7.346075722,-8.100280329,-8.303732407,-8.723048261,-9.490522968
hsa-miR-361(1),-10.10317658,-11.33598659,-12.36336161,-11.85279864,-12.04990395,-12.60036497,-10.70661908,-11.3681244,-10.44623232,-12.52248318,-9.36286188,-8.13926183,-11.48648335,-9.22164989,-9.037871148,-9.917735075,-9.26318968,-8.923752873,-11.75523084,-11.17258589,-10.38826603,-10.81427872,-12.23428125,-9.868795194,-10.08184447,-10.51674383,-10.58961172,-10.57860926,-10.80708017,-9.679474415,-10.73327579,-10.94763726,-8.211235802,-9.320147178,-9.830338724,-8.981229202,-8.458418395,-9.82917026,-9.06130327,-10.93890492,-9.561292019,-10.31674464,-10.08885053,-10.82411869,-12.27222908,-8.279684518,-10.51504335,-9.085688887,-11.9598411,-10.83671497,-12.00803309,-10.55078502,-10.47587558,-10.69060794,-11.25030556,-11.0823793,-11.69910927
hsa-miR-99a(1),-6.729296258,-7.142129069,-8.993546013,-6.945769316,-6.561325127,-5.271688374,-4.975209112,-6.095714546,-9.240367689,-5.810046222,-8.439629816,-8.480681585,-9.889178674,-8.339409165,-9.175113156,-9.894651817,-8.917253032,-7.866642617,-9.53383084,-9.39343494,-7.9663088,-8.035316023,-9.234283859,-8.396199868,-7.831406267,-8.738563831,-7.986149241,-8.51152994,-7.862222527,-7.926071033,-8.504457947,-8.497368314,-8.554201304,-11.6330248,-9.181245962,-8.253887682,-7.174069591,-8.554811529,-9.111929123,-7.931409727,-7.791163747,-7.1633069,-8.274049586,-6.85193679,-6.229200081,-8.688259488,-6.819861348,-7.478529742,-8.476847737,-9.396142515,-6.157953043,-9.012530222,-10.91072471,-7.30760777,-9.30333357,-7.715281658,-8.278073634
hsa-miR-424(1),-10.26656849,-11.37897247,-15.36475342,-13.46070637,-13.34360358,-11.51290213,-11.26551504,-10.96052803,-10.07920448,-13.14281762,-14.06367211,-13.16968496,-29.89735285,-13.36171296,-13.04980608,-15.4590808,-14.03190954,-14.98203364,-14.86979237,-15.10883842,-14.08858974,-12.99902308,-29.89735285,-11.12184545,-13.17795066,-13.3586789,-13.50362724,-13.19407108,-12.0311606,-12.58848948,-29.89735285,-12.28250644,-13.40174762,-13.39085931,-13.40487372,-11.87038642,-13.09791944,-12.38607119,-11.74935798,-12.71651129,-10.82363229,-10.80655038,-12.00868094,-11.01676489,-13.27222908,-11.36132956,-10.25478989,-11.65516496,-13.18950845,-12.05910915,-11.41053747,-14.31980601,-13.17632044,-14.66853416,-15.63878682,-15.87845723,-14.86979237
hsa-miR-450a(2),-12.44297323,-13.82095476,-13.22585325,-13.27240037,-15.93156857,-12.43043997,-15.05382432,-12.54605988,-12.00925772,-14.63144484,-16.59528518,-16.60964047,-17.0855768,-15.66103963,-16.55305695,-15.7221152,-16.42060665,-16.61832272,-13.86979237,-17.23557476,-29.89735285,-15.60964047,-29.89735285,-15.82723191,-18.74253474,-18.82053726,-17.41051783,-29.89735285,-16.15546458,-18.14916,-29.89735285,-16.61687204,-14.93608405,-17.20473735,-14.58107132,-14.50530381,-18.63878682,-16.92437307,-29.89735285,-29.89735285,-14.93608405,-14.03917754,-15.32275933,-16.99422418,-14.27335709,-14.8483552,-14.10629174,-14.20364811,-17.00937072,-15.96809445,-14.67984948,-15.92257979,-15.68364106,-19.27164401,-18.67455795,-16.20910254,-29.89735285
hsa-miR-502(1),-13.19954364,-15.02949499,-29.89735285,-14.30512943,-13.30951675,-12.79301005,-13.57050208,-14.52557621,-12.54678482,-13.44936564,-12.00694012,-11.37189704,-14.1793552,-12.30761394,-12.8808057,-13.58284042,-11.86918238,-12.01267552,-12.36821211,-13.48862507,-12.08870285,-12.99902308,-13.81886844,-11.60607422,-12.19655419,-12.77120297,-12.06994192,-12.09577079,-11.05200676,-11.86489811,-14.14758816,-12.22516925,-11.30706186,-13.19507193,-13.39551567,-13.74967093,-12.71227418,-13.41744631,-12.91927926,-14.20092861,-12.95448331,-13.50362724,-12.80149229,-12.439451,-11.68726658,-12.89805747,-12.30674388,-12.1958907,-13.78182145,-10.94363098,-12.83726915,-13.92706718,-13.82304411,-12.95999053,-13.20241011,-14.96809445,-14.01987699
hsa-miR-16(2),-8.15201089,-10.52298832,-13.29349473,-9.927123358,-10.37008395,-9.39090967,-9.145115145,-9.737970521,-8.889903943,-10.74103272,-8.130358168,-7.432618916,-11.15565875,-7.842885655,-7.578981614,-10.07031413,-7.957820627,-8.063065835,-11.28574805,-10.2883455,-8.803303527,-9.277902121,-13.08228233,-7.653782241,-8.91463983,-9.297618856,-8.335649111,-9.869707335,-8.968960987,-8.978662099,-9.603993471,-9.580405158,-7.580736821,-7.91901491,-9.361020254,-7.165528164,-7.366595054,-7.462297139,-8.395722158,-12.52386742,-8.523550438,-8.823298305,-8.678465665,-9.690263443,-11.02429932,-8.421522961,-10.23482703,-7.687561884,-12.04390927,-7.786089167,-11.37600929,-9.282915288,-6.638201247,-8.301640995,-9.284440274,-10.73395132,-10.21368312
hsa-miR-374b(1),-10.29265485,-11.19405418,-14.22559067,-13.00884741,-12.56647973,-12.14093335,-10.80121166,-11.69510465,-11.12350214,-13.51202968,-10.63901456,-10.04016913,-13.95658046,-10.13837171,-9.142974204,-11.49496112,-11.49268109,-11.71090004,-13.06335099,-12.29346576,-10.52392053,-10.96589682,-15.40174762,-9.147548063,-10.38860637,-10.37152621,-10.28566881,-11.31960688,-11.76222477,-11.06887233,-12.41135064,-10.49571915,-9.701312709,-11.11189719,-11.844424,-11.47851611,-10.76056696,-11.11385259,-11.74935798,-12.35394337,-11.01033161,-11.93487477,-10.97088601,-10.61900322,-12.95029813,-9.031797026,-10.65597713,-10.45290005,-13.11486648,-10.96599782,-13.10973082,-10.91155538,-10.52266993,-11.36567061,-11.7788629,-12.56781051,-12.33298004
hsa-miR-23b(1),-9.832394366,-9.141818944,-14.98671012,-9.800016381,-9.015307659,-8.430438478,-7.717599235,-9.506057862,-11.14237404,-9.699171627,-7.429211859,-7.291435049,-10.78718819,-7.232940293,-7.546245393,-8.9504216,-6.865043406,-8.732655802,-10.59769093,-10.10123401,-8.347238795,-7.617912017,-8.311451404,-6.753158453,-6.938932006,-7.336033207,-7.995633747,-8.803519455,-8.37552864,-7.553546887,-10.0328372,-7.691192221,-8.014211409,-8.26292819,-7.923982349,-6.502605873,-7.848160714,-7.451076731,-9.790001666,-10.47947356,-8.556953427,-7.672887713,-8.520794476,-7.975843478,-8.318030931,-6.910939453,-7.206138614,-7.091345923,-8.59474126,-8.187921071,-7.362969222,-9.552748109,-10.49548795,-8.208998804,-9.860470949,-10.59695337,-10.90555978
hsa-let-7i(1),-6.162016752,-7.714252111,-8.039180959,-6.182165035,-7.151622734,-6.196286197,-6.428491945,-6.655207709,-6.586152511,-6.284657891,-6.494749428,-6.634153727,-8.501583401,-6.332730945,-6.612528895,-8.393643072,-6.379638658,-6.578184072,-5.987883174,-6.471570435,-7.058038521,-6.500696991,-6.365289603,-6.879951761,-7.202151967,-6.78917715,-7.274081294,-6.633398577,-5.930284065,-6.554644301,-6.386762755,-7.018589816,-5.510346585,-6.140908208,-5.705655249,-6.461733202,-5.276022026,-7.687214249,-6.275427983,-6.734332982,-6.143434181,-7.416425863,-7.111991986,-7.657537299,-6.374381921,-6.88624045,-6.310521196,-5.898036733,-5.630853879,-7.194508654,-5.794070409,-7.07955861,-7.084903279,-7.148872932,-7.83050094,-6.558710853,-7.248448282
hsa-miR-15a(1),-9.032575765,-11.10899774,-14.68364106,-11.62780608,-11.75912606,-10.69347199,-10.39729098,-10.95823282,-9.701052105,-11.80410553,-10.0111383,-9.50431335,-14.50195261,-10.09151296,-8.283508096,-12.50269758,-9.953262808,-9.700968049,-12.09812183,-12.21084549,-10.54438484,-10.20694729,-11.40420886,-7.548905099,-9.420209252,-9.626475839,-9.496901773,-10.51947511,-8.805816099,-9.674609827,-10.92592157,-9.773710086,-9.941260345,-10.49148843,-11.55335609,-9.540663403,-9.523340744,-9.59655122,-12.01239536,-11.61697626,-9.97748861,-10.3781447,-10.18235278,-9.708642079,-11.1847654,-9.012873756,-9.294107754,-9.880449375,-9.881696882,-10.15864372,-11.95246925,-9.857693454,-8.627616055,-9.700430208,-10.52058094,-12.30477172,-10.50446319
hsa-miR-383(1),-18.18310734,-16.74095371,-29.89735285,-15.80228555,-16.73622097,-14.59886064,-18.18310734,-15.40174762,-29.89735285,-15.41429288,-29.89735285,-17.79734763,-29.89735285,-29.89735285,-17.99799593,-16.0440433,-29.89735285,-15.71433785,-29.89735285,-19.23557476,-29.89735285,-19.50933557,-29.89735285,-16.61397506,-19.82053726,-29.89735285,-29.89735285,-17.48002774,-29.89735285,-19.66853416,-29.89735285,-29.89735285,-19.13248126,-11.75931109,-19.32749725,-21.8861256,-18.63878682,-19.93156857,-14.91810631,-13.20193423,-29.89735285,-29.89735285,-29.89735285,-16.99422418,-14.27335709,-11.65893412,-16.8475043,-16.56699614,-19.01318233,-29.89735285,-29.89735285,-29.89735285,-29.89735285,-21.59357211,-29.89735285,-20.458561,-29.89735285
hsa-miR-532-5p(1),-11.26955538,-12.17334535,-15.68364106,-11.98122847,-12.92905731,-12.14093335,-11.93170946,-12.09070884,-10.68140756,-11.16797773,-10.75504383,-10.35165305,-12.80099801,-10.74570202,-10.96401374,-11.87193208,-10.20117825,-11.12088448,-10.08063322,-11.56002277,-11.21423487,-11.02487035,-11.23428473,-10.30206441,-10.61187613,-10.9585572,-11.06106205,-10.81414104,-10.9903566,-10.18644891,-10.48534957,-11.00277782,-9.7968368,-11.03595997,-12.12597945,-12.05586836,-11.36095764,-11.7780216,-10.83182102,-11.13154879,-11.35137031,-12.361136,-10.78589111,-11.11139918,-10.81279617,-10.53243807,-9.971623129,-10.32198719,-12.04968986,-10.64407088,-10.70894511,-11.18100896,-10.87759383,-12.22489298,-11.63926995,-11.74191201,-12.14656737
hsa-miR-551b(1),-17.44872029,-21.94898562,-29.89735285,-16.51202968,-29.89735285,-29.89735285,-16.48531234,-17.30162916,-29.89735285,-16.89067614,-14.15283433,-17.14497221,-15.27621674,-14.19010158,-15.24787212,-14.86979237,-13.30805283,-15.67606784,-29.89735285,-14.35262986,-16.67304964,-16.26481198,-15.40174762,-12.93194056,-12.25489213,-15.61687204,-14.82304411,-14.15809964,-12.65811795,-13.64062817,-29.89735285,-11.650654,-13.27524382,-17.79078991,-11.54019608,-13.00389726,-18.0518628,-15.75365078,-11.33432048,-13.52387592,-29.89735285,-14.36171296,-13.73976907,-16.99422418,-14.27335709,-20.6142645,-14.97737226,-13.95200047,-16.68820414,-11.87853328,-15.41429288,-14.27335709,-16.14497221,-15.63144484,-16.74887627,-17.4590808,-13.73189622
hsa-miR-186(1),-10.15561103,-10.79116822,-9.177495318,-10.31016867,-10.76486317,-9.985653666,-10.49089039,-10.4689661,-9.925643724,-10.26278107,-9.041644103,-8.916504825,-9.901520849,-9.294490912,-9.404153143,-8.060289739,-9.830380754,-9.238411832,-9.641890847,-10.43831954,-9.596852821,-11.11170563,-10.59685282,-9.463127802,-10.72933208,-11.38482456,-10.06549515,-10.19870583,-9.159382681,-10.01176074,-9.978389194,-10.48633227,-9.551705053,-9.392542593,-9.714014301,-9.503378012,-8.820899307,-9.308677558,-10.39572167,-9.238464116,-10.25825949,-9.553783245,-10.10439261,-10.53461279,-10.2278328,-10.00217847,-12.02249154,-9.092045093,-12.57506378,-9.836714967,-9.416790419,-9.334169618,-9.190775897,-10.25742575,-10.76559886,-10.1523893,-10.43607526
