Embryological_type,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut
hsa-miR-19a(1),-10.37351336,-11.67948033,-13.29349473,-10.87843279,-11.42961597,-10.31496092,-10.89473834,-11.64399931,-9.65697726,-10.85820621,-13.25644424,-12.72577532,-15.08858974,-12.26390348,-11.73278469,-14.45583514,-13.47541953,-12.89898279,-11.4938165,-12.34623793,-11.18181644,-11.84938226,-13.40487372,-10.38889263,-11.70666007,-11.9950543,-11.85014372,-12.2700256,-10.80708017,-11.5431293,-10.92592157,-10.8425101,-10.67953948,-13.00775383,-12.42989059,-13.78997229,-11.96232596,-10.10358763,-12.25707967,-10.82342575,-10.93335896,-11.95752689,-11.66941263,-9.971675278,-11.95029813,-10.85983539,-9.409238134,-11.50920941,-9.149123145,-9.965997819,-11.32651878,-10.80532356,-9.698858652,-8.732886577,-9.895285041,-11.86836766,-10.55433851
hsa-miR-30b(1),-9.741721777,-10.94134829,-13.36323239,-10.61231645,-10.6054245,-9.767473701,-8.959268661,-9.907126986,-9.837139822,-10.6552999,-8.728694813,-9.149160004,-11.61066425,-8.725183582,-8.48489258,-9.429614979,-9.441223075,-9.41536427,-10.08063322,-10.53640935,-9.684983529,-9.908311831,-10.76035173,-7.768975517,-8.252712306,-9.124643622,-8.563250369,-10.01321663,-8.939989328,-8.966612629,-10.38773827,-8.663466404,-9.729098197,-8.440457049,-10.01466652,-8.012027738,-8.854084545,-7.941044767,-9.70983042,-9.969278392,-9.376625802,-8.642331202,-9.058622873,-7.925265636,-10.31803139,-7.418887109,-7.74540913,-9.280366157,-8.581503444,-9.288913021,-7.685791871,-9.439712467,-8.731725099,-8.604593119,-8.85333235,-9.729688481,-10.34547189
hsa-miR-148b(1),-10.81982256,-10.40175933,-12.57676382,-10.63659638,-11.61228483,-10.66962646,-9.422132015,-10.44195539,-9.142706708,-10.49896404,-8.838432969,-8.635291281,-11.81960874,-8.639573708,-8.575582166,-10.53271588,-8.993244546,-9.431089151,-10.05053111,-9.465936867,-9.618385084,-8.223690523,-9.473471651,-8.403149134,-8.466650707,-7.883648872,-7.931526656,-10.9598411,-9.788222348,-9.561764048,-8.767491934,-10.16477963,-8.670801897,-8.349625172,-10.62362099,-8.927848287,-10.79002593,-9.540350762,-7.788250412,-9.285461728,-8.073384709,-8.735429384,-6.894542988,-8.077178957,-7.968446709,-7.075159771,-7.262618453,-8.775726384,-8.60118552,-8.086414925,-7.125561973,-9.839322804,-9.379506646,-9.818880164,-9.076903518,-9.77090296,-10.53991039
hsa-miR-138(2),-15.95887592,-14.31391745,-29.89735285,-13.72601966,-13.98203364,-12.79301005,-14.7737164,-15.17134762,-16.34660607,-12.39362803,-14.81055317,-15.07857098,-11.89657158,-9.456835443,-12.01683066,-13.13497082,-14.58816075,-15.54613753,-9.507304634,-14.06614459,-15.08858974,-12.99115512,-14.40487372,-14.95887592,-17.86806563,-18.33225078,-13.60244497,-14.4787096,-10.27890462,-17.6476468,-8.089420186,-15.68364106,-13.86117924,-16.79078991,-13.70082757,-15.38931052,-12.4873322,-13.17033649,-29.89735285,-29.89735285,-17.25801215,-16.3586789,-15.24226941,-16.99422418,-15.27050309,-10.86807102,-15.81886844,-15.01032268,-20.01013224,-29.89735285,-13.03087079,-16.0440433,-14.94971592,-15.90476851,-17.2969753,-19.45648369,-17.19172047
hsa-miR-193a-5p(1),-13.09697111,-12.20326027,-12.43736099,-10.51008647,-10.44178683,-8.942152071,-11.27148708,-11.54348238,-15.12421365,-10.4085438,-11.42910271,-12.04972656,-9.578600437,-12.81792016,-12.9695286,-8.255587286,-11.80465248,-11.24687254,-11.17027,-10.78065354,-11.62927237,-12.85293739,-11.59685282,-13.59171857,-14.01987699,-13.15671563,-12.40978756,-13.15754588,-10.59557759,-11.9482614,-11.73327579,-12.91704589,-12.61735242,-12.97018833,-12.11374069,-13.26264105,-11.92283743,-11.95081205,-11.45985272,-10.52386742,-13.25826656,-12.00358325,-11.18313753,-11.56777985,-10.57178827,-14.7737164,-12.94061371,-12.78396677,-12.53395383,-12.64406857,-12.56309703,-13.92706718,-14.92257979,-14.07110231,-15.24226941,-12.38277748,-12.33298004
hsa-miR-183(1),-5.410010945,-8.464577008,-8.668481331,-11.65532782,-9.385468003,-10.55596868,-13.31391745,-7.215210364,-4.081464038,-8.021673236,-7.813157901,-7.065462303,-11.13219951,-6.493664642,-6.637017746,-8.518295011,-7.539781789,-8.439321791,-8.727751981,-9.946539266,-9.150106395,-6.620657624,-9.546227056,-12.41825944,-8.655729823,-7.469607281,-9.365396532,-7.186867363,-5.808980612,-5.408292645,-8.543451698,-11.93226191,-9.318871437,-6.996360601,-9.013716914,-8.718336129,-9.281732197,-10.77294121,-12.91927926,-8.184016687,-9.126402697,-7.977433706,-6.210331036,-10.84429669,-9.845962005,-17.65954538,-7.91498485,-8.631929524,-10.22015626,-7.801091315,-9.809029142,-11.7194516,-12.43169877,-11.70879298,-9.800218313,-7.923950115,-10.34547189
hsa-miR-331(1),-11.14369212,-11.59112647,-13.43811337,-13.07367464,-12.19724507,-11.43043997,-11.49787464,-12.55123739,-12.26518832,-10.39820185,-10.55017054,-11.13671411,-12.66013356,-11.89083501,-11.54721219,-10.28030515,-11.21017198,-10.11626694,-11.72775076,-11.56355546,-10.38826603,-10.82123143,-11.81924375,-10.22752661,-10.57978125,-10.3856581,-11.13366715,-11.63398736,-9.518955326,-10.63894094,-12.14831492,-10.87234851,-12.54686251,-13.20326708,-12.29805744,-12.4138362,-11.37498971,-13.23872295,-10.83182102,-11.52386742,-11.28097991,-12.40694067,-10.24741257,-12.35018719,-10.57178827,-11.01653474,-12.34793667,-12.66031099,-12.18314088,-11.87853328,-11.88502294,-12.37278818,-12.14219143,-9.758439886,-10.75722208,-12.93602752,-10.00113872
hsa-miR-652(1),-11.03977879,-11.6912113,-12.36336161,-11.7223443,-13.5272785,-11.51290213,-11.4752922,-11.73723523,-10.69089886,-11.77259541,-9.848343232,-10.04685466,-11.7465445,-10.74711221,-11.67322396,-10.1289682,-10.52713586,-9.702068366,-11.54878029,-11.2261539,-10.62927465,-11.91480484,-11.15628094,-11.16684623,-12.01141226,-10.3363857,-10.42679724,-12.23155201,-10.43051762,-11.74471645,-10.27384461,-10.96839504,-9.089383249,-8.94074202,-9.615403589,-10.89077475,-9.342462398,-12.00636428,-9.790001666,-8.447051261,-10.78252773,-11.55378108,-10.22458914,-11.08715467,-11.02429932,-8.917183983,-10.49359808,-10.23724377,-12.02669916,-7.862710368,-11.51399872,-11.68091011,-11.06379254,-10.40497544,-10.1442912,-10.97980886,-10.01105344
hsa-miR-1247(1),-13.66103963,-16.90476851,-14.22559067,-12.61038907,-12.36136372,-9.534273643,-11.75601902,-13.77776323,-16.07358757,-10.61392985,-18.0285303,-16.28771238,-14.62778782,-19.74253474,-19.41555342,-13.23450371,-17.6476468,-16.4333177,-16.4590808,-19.65656152,-29.89735285,-17.51472883,-15.40174762,-16.37085361,-17.43587341,-19.14079653,-14.60244497,-18.47739268,-16.96255626,-16.01509192,-29.89735285,-17.07757292,-13.3257187,-22.59357211,-16.19821423,-13.80848182,-12.85572578,-15.40174762,-12.91927926,-12.06443812,-16.25349666,-12.55378541,-16.77776323,-11.70864329,-9.544307282,-18.70506004,-12.42471754,-12.60968556,-14.45583514,-12.50656253,-12.27257881,-14.1397545,-12.725277,-17.23780286,-15.43971547,-14.48200719,-17.19172047
hsa-miR-532-3p(1),-13.12554102,-14.8741183,-15.36475342,-14.53239748,-14.27621674,-12.27843688,-14.07607713,-14.69507595,-13.54096966,-13.49694034,-11.50907905,-11.32586683,-12.04200377,-12.1163454,-12.77846246,-11.53406078,-11.70870606,-11.88130088,-11.67431274,-14.30512943,-13.35112155,-12.78000399,-11.15628094,-10.84648389,-11.51953653,-12.37816198,-12.432512,-11.92488905,-11.05500865,-11.91241711,-10.92592157,-11.81013348,-12.75215705,-14.14236099,-14.04648234,-14.21732305,-13.40800661,-13.78589111,-29.89735285,-11.93890209,-13.35112155,-15.03917754,-12.33200529,-12.74611825,-10.81279617,-11.51852884,-14.24506804,-12.94619338,-17.42567764,-10.53973427,-11.94160647,-14.44614174,-13.20734124,-13.25686783,-13.05430284,-14.81470481,-14.86979237
hsa-miR-107(1),-11.46408936,-12.26677999,-13.36323239,-12.52089675,-12.43866589,-11.37771276,-10.62834949,-12.34798179,-10.27051556,-12.36949409,-8.752803517,-8.456899823,-13.04199768,-9.089277161,-9.164276278,-10.86862929,-9.045656418,-9.162787106,-11.2268522,-11.024092,-10.54438484,-9.420197391,-11.34502523,-7.965036081,-9.288337382,-9.875754712,-9.646013766,-10.35706208,-8.553919873,-9.187341027,-10.79499008,-9.14335433,-9.834011759,-9.215935126,-11.52634199,-9.986641328,-10.34400293,-11.71090488,-10.12903282,-10.91920103,-10.93030395,-11.27367494,-10.16932109,-10.98662523,-11.36533563,-7.711112546,-11.05084938,-10.69551371,-12.10279738,-9.307786737,-9.311666832,-11.33626259,-10.81502446,-10.67165822,-11.38764356,-12.59126446,-11.98150848
hsa-miR-1307-5p(1),-8.935719466,-9.714061557,-5.408583513,-8.878049224,-8.554012593,-6.828873863,-8.986238865,-9.242500091,-9.025679943,-6.566115376,-9.807987723,-9.764327321,-7.964861976,-9.501337666,-10.69522903,-7.550003989,-10.03973475,-9.176811316,-6.468408109,-7.986127659,-7.098128751,-7.579736541,-6.808018761,-7.305655207,-8.06342316,-9.003039831,-8.638300981,-8.162063757,-6.528574526,-7.835578568,-6.424937422,-7.60143962,-11.60947367,-10.50926828,-9.448212271,-10.76821828,-10.8361821,-11.68443381,-8.23278361,-6.950219456,-7.765405173,-8.064221867,-8.000522697,-10.14855398,-6.031436029,-8.433278802,-9.826668467,-10.56921485,-11.35147963,-8.644070302,-6.854779856,-9.747118413,-9.367864154,-9.57194967,-8.545867376,-7.292485443,-7.142475951
hsa-miR-378(1),-10.43289286,-8.059323099,-10.56634847,-7.740519536,-8.633118738,-7.786582189,-9.228726649,-8.40005503,-12.3267411,-7.671404973,-10.93992485,-11.48019671,-9.009579652,-10.3341901,-12.67451079,-11.00843425,-11.32472664,-10.780245,-9.654771839,-9.862028846,-11.05895832,-10.42592967,-9.596853938,-13.88717445,-11.10570664,-12.80879233,-9.791404713,-11.31960688,-10.11015012,-11.46851836,-7.826385846,-9.585067025,-10.49460307,-11.3438773,-10.70389006,-10.55200175,-10.58995857,-9.670787786,-11.33432048,-10.39458319,-10.68083196,-10.83757536,-12.08590917,-10.13606297,-10.31803139,-11.20625685,-10.91595281,-11.45494791,-11.29544427,-11.10801663,-9.843995674,-7.943667567,-7.481790559,-11.49185817,-13.26211654,-9.461704973,-10.79864477
hsa-miR-660(1),-11.60700996,-13.86332771,-14.10121182,-12.78176049,-13.92931612,-14.01509192,-11.68652458,-12.83480071,-11.09015204,-12.05355445,-11.61701705,-11.15930349,-13.44292503,-10.52532316,-10.44593043,-12.20896593,-10.63573766,-11.32268542,-15.13455559,-11.69876393,-11.11907997,-10.65829281,-11.81924375,-10.03286743,-10.97546834,-11.7197484,-11.2101173,-11.56061531,-10.93399388,-10.79163357,-10.56335242,-11.64646694,-10.70460734,-10.5861478,-12.64723952,-12.00951942,-12.00045878,-11.65610051,-10.21884384,-10.66588555,-11.33939561,-11.93487477,-10.76574705,-10.88551958,-11.57178827,-11.13936068,-9.68450622,-9.739516224,-10.93287378,-9.523055186,-11.20175752,-10.91263401,-10.75076429,-10.34775053,-10.74061303,-12.47659487,-12.38360984
hsa-miR-181d(1),-14.34360358,-14.71433785,-14.68364106,-14.94061371,-13.64987032,-13.60065169,-13.02702426,-14.29639462,-14.63144484,-12.7995676,-10.59396005,-9.247684422,-13.69316383,-11.17997095,-10.01249073,-11.63246589,-10.7096335,-9.412832808,-15.45259676,-12.36922692,-10.08870599,-10.85413328,-12.23428125,-10.31821189,-11.94416811,-11.07362178,-10.13366553,-10.85376747,-9.314440926,-9.87461932,-11.41134671,-11.16402963,-9.963868216,-10.6372419,-13.34360358,-12.38862184,-11.31890276,-12.60329756,-13.33463343,-13.20193423,-10.69220633,-13.40643932,-12.02689782,-12.90658408,-11.62837232,-10.83500099,-11.32520778,-11.98995163,-12.95440315,-12.38103724,-11.31479185,-11.93538888,-14.13196315,-11.63751306,-12.83443187,-13.92931612,-14.38313194
hsa-miR-21(1),-5.381382921,-4.488641559,-9.048664972,-2.98592932,-5.638045694,-3.959666497,-2.973453475,-5.841969539,-6.538270898,-3.987329684,-5.705096692,-5.960800007,-9.505194778,-4.374044109,-4.975296334,-8.220083127,-5.050353782,-6.312268251,-5.793894069,-5.978372912,-3.878643094,-3.469395024,-7.161034541,-4.973827689,-4.78675712,-4.406701568,-4.069245019,-4.177123185,-4.681635869,-4.391097308,-5.034571835,-4.680616097,-4.174010083,-4.694467046,-6.654474743,-4.226848738,-5.777742338,-4.846095737,-4.754377274,-5.301071746,-3.619597777,-3.881989274,-4.210055776,-3.925601368,-5.179470217,-5.701147424,-2.990761081,-3.267503676,-2.990534264,-5.610647119,-2.918142797,-3.451227782,-3.554857391,-1.695012557,-5.123953631,-5.135339001,-5.490089629
hsa-miR-151-3p(1),-8.505250868,-9.878650076,-8.74277514,-8.776893471,-9.536733995,-9.693473183,-9.452633156,-9.028201095,-8.624312536,-9.315866294,-9.160313516,-9.019825314,-10.31160908,-9.260375171,-9.474888686,-8.586529865,-9.326103867,-9.026514069,-8.344536497,-8.545765474,-9.173821889,-10.09686525,-11.15628094,-9.136688938,-10.28603622,-10.34529359,-9.262585223,-9.665695712,-8.503492671,-9.912939958,-8.710908502,-10.04487364,-8.13007562,-9.154392995,-8.913007414,-8.893374538,-8.830533122,-9.320672919,-8.709831024,-8.535182135,-8.857380267,-8.122733069,-7.971732861,-9.645315781,-8.950299561,-9.770861367,-9.021614,-9.429476697,-9.191907767,-8.932574862,-8.153442557,-8.523029181,-8.56411341,-9.551121574,-9.881126731,-8.215226228,-8.576252715
hsa-miR-760(1),-12.0045314,-11.58345568,-8.240274763,-11.21131063,-9.759127309,-7.310344523,-12.45305779,-12.15489209,-12.03018876,-10.32019882,-12.12583114,-11.49057486,-8.857577005,-11.50490964,-14.20910254,-9.078961036,-13.72601966,-12.39201423,-7.68748783,-11.41899796,-10.50374244,-12.12670186,-7.18988945,-14.34660607,-14.8314319,-11.07496875,-11.37636594,-11.58466042,-11.50246735,-13.85261723,-8.307011603,-13.20655003,-14.2283571,-14.49527345,-14.03675081,-16.17668107,-13.11352331,-14.18471839,-8.20503874,-7.21552767,-10.83199457,-12.55378541,-14.23112885,-8.478343728,-7.306443086,-13.83353649,-12.80461636,-15.77776323,-10.81986689,-8.826447081,-12.91303454,-13.06680051,-11.64609699,-13.26582051,-12.31032254,-10.53626151,-11.79864734
hsa-miR-654(1),-15.06862132,-13.36932615,-29.89735285,-14.53239748,-14.15020886,-12.27843688,-12.45305779,-14.78182145,-19.93445685,-13.91587476,-17.55861647,-15.74570202,-18.08758473,-16.0440433,-12.86458605,-18.04014938,-19.23557476,-17.95703926,-12.64831349,-15.00556915,-14.35262986,-14.49194543,-14.40487372,-16.00556915,-14.72601966,-16.23112885,-15.40800661,-14.15809964,-17.96071491,-14.74174401,-12.7332807,-16.49860916,-13.97040831,-15.4787096,-14.78589111,-11.54474038,-14.77776323,-13.4655941,-12.91927926,-14.52217763,-10.80704915,-11.02128862,-13.30366995,-11.78459266,-11.27222908,-9.080283326,-11.6817298,-13.7066022,-13.05549371,-11.57368232,-13.0776727,-15.65358382,-15.05873981,-16.51202968,-16.3586789,-17.4590808,-29.89735285
hsa-miR-216a(1),-13.911422,-11.74887627,-13.87845723,-19.15757224,-29.89735285,-15.60244497,-17.59814484,-15.43971547,-16.53925115,-18.69890781,-15.23668838,-16.4333177,-18.08758473,-18.16179683,-16.80558692,-29.89735285,-16.44614174,-16.51202968,-29.89735285,-17.32987205,-15.67606784,-16.60964047,-15.40174762,-15.56699614,-17.58958282,-14.78182145,-18.41051783,-15.01987699,-14.96347782,-16.37085361,-29.89735285,-17.26936307,-17.93880014,-21.01165648,-17.62414004,-9.82176925,-9.055882179,-7.776829241,-29.89735285,-14.52217763,-15.94061371,-8.814243649,-29.89735285,-9.039847131,-29.89735285,-18.61542283,-18.00556915,-16.56699614,-8.113736692,-14.96809445,-15.06367211,-11.33561742,-9.765841249,-14.92257979,-18.41051783,-13.51709473,-29.89735285
hsa-miR-1180(1),-12.36851724,-13.64616635,-9.354372971,-13.82933038,-13.24454989,-12.43043997,-13.85261723,-12.39577998,-12.24407391,-13.55826837,-11.4922488,-11.67062552,-9.826652746,-12.14578918,-13.14681596,-9.649540048,-11.34413982,-11.00230424,-10.63549208,-11.53380838,-12.15010394,-13.41744631,-11.15628094,-13.42377393,-12.52572083,-13.34510404,-12.08786103,-12.2700256,-12.73308424,-11.86893414,-12.14831492,-12.36267761,-10.09546297,-10.65759585,-11.42837489,-13.31980601,-11.96465942,-14.99610882,-9.275427983,-9.374119228,-12.21386473,-12.66069394,-10.48439234,-12.99404762,-7.497440264,-11.79600292,-11.29291545,-13.1971299,-12.62599014,-10.03526039,-12.2279072,-13.18187342,-12.51173476,-10.99597328,-10.68734509,-11.08890395,-9.436075261
hsa-miR-3065-5p(1),-13.00784889,-14.83986874,-17.68668151,-16.25349666,-15.93156857,-15.60244497,-19.59814484,-14.30805283,-14.36475342,-15.37697972,-12.02728319,-11.67062552,-16.49860916,-12.36199393,-11.56587166,-14.45583514,-13.54441285,-11.6970433,-13.86979237,-13.21361803,-11.67366692,-12.41668886,-15.40174762,-10.24971701,-11.5803422,-11.88467922,-12.38742325,-13.23154507,-11.36198634,-11.74954673,-14.73386041,-11.67177824,-10.762726,-11.33504334,-12.39541462,-14.31685873,-11.31515573,-15.56699614,-12.59735787,-13.9383471,-10.79065446,-12.7761735,-13.95887592,-16.99422418,-14.27335709,-11.46674513,-12.64749868,-16.53925115,-15.42694818,-14.38005255,-18.00177757,-16.97365397,-12.83608715,-14.74967093,-15.67606784,-17.13663291,-14.38313194
hsa-miR-452(1),-14.48531234,-15.05382432,-15.68364106,-12.82574385,-15.73779683,-14.01509192,-13.81886844,-14.21183751,-15.97737226,-13.95658046,-13.96809445,-13.85048464,-15.27621674,-12.86305897,-15.26481198,-14.58107132,-12.10405437,-14.01509192,-12.50147569,-12.31711637,-13.21423487,-14.95887592,-12.59685729,-14.65730691,-14.07857098,-13.10079353,-14.08858974,-14.39240976,-12.77207057,-11.56506275,-11.92592157,-13.60065169,-13.27524382,-16.13455559,-15.67606784,-14.08106916,-15.24226941,-13.37085361,-13.92034131,-13.52387592,-12.90070283,-12.66069394,-14.1793552,-13.9937534,-15.27050309,-15.4333177,-14.37391341,-12.50573165,-14.12679219,-14.38005255,-14.94061371,-14.59528518,-14.52217763,-14.14758816,-16.99610882,-15.20910254,-17.19172047
hsa-miR-342(1),-11.30383407,-12.98399591,-14.5154044,-11.64346845,-12.07819663,-11.69347438,-11.03717216,-12.21111224,-10.77546273,-10.72156211,-9.313187656,-7.293705231,-10.95711383,-8.903744107,-8.029341199,-8.609315341,-8.61147262,-8.679448389,-11.3263891,-11.22056589,-10.86631401,-9.366876979,-10.19475571,-9.059999794,-9.685267377,-10.16529642,-10.51497369,-9.678576794,-10.01938429,-9.352734554,-10.20971404,-9.340517536,-9.327849509,-9.88455375,-10.3704525,-9.981353886,-9.265306391,-11.30867847,-12.33432048,-12.35394337,-10.05858749,-10.74642801,-8.928773943,-11.94964744,-10.87991098,-9.008759715,-9.800475591,-10.10221686,-12.1768013,-12.15864042,-10.10770459,-12.01021555,-10.17152731,-9.674882207,-11.7996036,-11.97175206,-12.86903667
hsa-miR-29b(2),-6.664282383,-10.49702165,-10.63000607,-9.981228473,-10.32277965,-10.39090967,-10.15670575,-8.449077718,-6.95265366,-9.546393176,-7.406180144,-6.377541581,-10.98478801,-7.386180033,-5.600923692,-9.354166178,-7.976712508,-7.747952726,-9.94787805,-9.95472381,-6.030713834,-8.15455619,-8.708493002,-4.510647233,-6.447994731,-8.414058615,-6.622434882,-6.254166589,-5.114499179,-6.084204331,-6.902539532,-7.024124295,-7.99367434,-7.206229794,-7.854505865,-7.531201423,-6.551886153,-8.157422713,-5.746006824,-5.943909647,-7.460598365,-7.32268542,-6.171619131,-7.262724793,-8.628371181,-7.785589947,-8.060992316,-7.898008601,-8.783278215,-6.487552131,-9.144593288,-8.152661061,-6.74390643,-6.048480191,-6.943743401,-8.929837388,-6.281069658
hsa-miR-582(1),-13.82723191,-13.80434802,-17.68668151,-15.1397545,-14.48862507,-14.01509192,-12.48047288,-15.27050309,-15.7221152,-14.86547938,-13.1221284,-15.95887592,-16.08357166,-13.48862507,-12.09126271,-15.23668838,-15.04892552,-13.24000649,-29.89735285,-13.94061371,-14.35262986,-14.00794396,-14.40487372,-11.6944112,-12.41380471,-11.72185691,-12.7950798,-13.67229608,-13.26146472,-12.77885783,-13.14830837,-12.2004057,-11.98720204,-12.01840988,-14.42694818,-14.22282953,-14.42694818,-14.7737164,-13.92034131,-29.89735285,-29.89735285,-14.36171296,-14.33761729,-15.99610882,-15.27050309,-15.51878704,-13.51034527,-14.1397545,-17.68668151,-12.26555766,-17.58674007,-14.97272589,-17.14497221,-13.00764689,-14.39551567,-16.75844114,-16.18740747
hsa-miR-345(1),-12.42954832,-13.94971592,-13.10032467,-13.22449939,-13.64987032,-12.14093335,-12.44290896,-13.41114632,-12.10752632,-12.41664153,-11.80612927,-10.62417875,-13.13219628,-12.32363911,-11.03055086,-10.78446797,-12.92327442,-10.8063721,-12.5976887,-14.50866283,-11.02981167,-11.14185236,-12.08228233,-11.03544812,-11.17266582,-12.93026172,-11.13366715,-11.27002203,-11.12269447,-12.53621438,-10.20971404,-11.61339637,-11.73367861,-12.66108635,-11.57835998,-11.43674098,-10.77910118,-13.06104356,-12.11193232,-12.35394337,-13.30366995,-10.91819564,-11.64178481,-13.9937534,-11.1023025,-12.53376561,-13.25840792,-13.00169474,-14.72601966,-11.71807061,-9.810674953,-13.05085856,-12.69747925,-12.56935295,-13.87845723,-13.20220614,-13.4902843
hsa-miR-28-5p(1),-11.87155362,-12.8217797,-13.77776323,-10.81850624,-10.60712472,-10.14093173,-9.364397731,-10.72353911,-14.7066022,-10.36090262,-9.447672197,-10.48992533,-12.331507,-9.621580712,-10.14025263,-10.5742519,-9.960055192,-9.43121962,-11.81181815,-11.7026537,-10.81568738,-10.41734371,-9.849619177,-9.978974365,-10.13747605,-12.44100646,-9.843737145,-10.65292862,-10.34718852,-10.61290375,-11.0328372,-9.544563679,-11.39013504,-11.37191616,-12.19907549,-11.42376204,-10.43863786,-10.33885553,-29.89735285,-10.52386742,-11.79882723,-11.36113979,-12.4843944,-10.2661225,-11.95029813,-12.20837865,-11.70361576,-10.6895878,-12.9328766,-9.977314087,-10.22900972,-10.55893418,-10.08254667,-10.70024177,-11.21136878,-12.31748452,-10.47671822
hsa-miR-182(1),-5.248367282,-8.276799644,-8.699447485,-10.99372104,-9.418994011,-10.8999225,-13.25956761,-6.948317164,-4.244177165,-8.174827961,-7.865803416,-7.473023794,-11.50143386,-6.457520449,-6.536572064,-9.770393847,-7.556596223,-8.254462071,-8.7175798,-9.88504204,-9.369887302,-6.658972899,-8.789498537,-12.42033775,-8.577493886,-7.436563774,-9.249919022,-7.190322175,-6.064999187,-5.603719979,-8.826386173,-11.73262266,-7.933246466,-6.212671748,-8.313540114,-8.255849654,-8.825708501,-8.592070934,-13.33463343,-8.880010215,-9.384815879,-8.531415465,-6.571350539,-9.949650289,-9.717638106,-16.99988551,-7.607330631,-7.993958243,-9.298023835,-7.648585586,-9.330433858,-11.57337893,-11.59135349,-11.2243475,-9.542521309,-7.812693665,-9.842234621
hsa-miR-135b(1),-13.02792769,-20.36402312,-17.68668151,-14.04160837,-17.73622097,-29.89735285,-10.11056955,-16.37085361,-16.19821423,-16.60964047,-10.51149888,-15.79406505,-29.89735285,-17.08156931,-18.67455795,-15.0440433,-18.96071491,-13.09531619,-29.89735285,-18.23557476,-13.67418073,-15.51202968,-13.40487372,-9.869356444,-16.76004146,-15.30512943,-11.30126504,-15.31098216,-16.64025971,-14.07110231,-29.89735285,-12.67322867,-14.27050309,-19.47739268,-17.77776323,-15.63878682,-17.3156815,-14.44936564,-29.89735285,-29.89735285,-29.89735285,-15.03917754,-16.89594466,-13.08715781,-13.27222908,-15.38313194,-19.12421365,-18.25801215,-17.68668151,-29.89735285,-10.3438848,-16.42060665,-14.35565121,-18.42567764,-20.99648605,-20.458561,-29.89735285
hsa-miR-488(1),-9.912196069,-13.62414004,-10.91710448,-14.71822129,-15.73779683,-15.60244497,-15.94061371,-12.24984524,-9.650405866,-13.91587476,-12.21770782,-11.9143203,-15.08858974,-12.69585108,-11.99699899,-13.64987032,-17.72993471,-10.85518852,-14.86979237,-15.65358382,-10.69638722,-14.76164357,-29.89735285,-11.68939958,-13.09168454,-16.05382432,-12.65490442,-13.23154507,-11.20701038,-13.15691327,-10.92592157,-15.07857098,-14.52898281,-20.59814484,-15.76968089,-13.81678512,-13.93608405,-17.7552458,-14.91810631,-11.61697626,-15.08858974,-11.80654779,-12.12461946,-15.99610882,-13.68744263,-12.84309831,-14.43012942,-15.11907034,-15.83564415,-12.64406857,-17.2625418,-12.18187342,-12.69747925,-21.59357211,-16.82723191,-11.75915106,-14.38313194
hsa-miR-501-3p(1),-12.51910034,-14.58816075,-13.43811337,-13.64987032,-14.09362533,-13.27843688,-14.66853416,-13.67418073,-11.992054,-13.03207871,-12.07422822,-11.48927609,-14.04160837,-13.03262261,-13.57225825,-12.11112152,-11.81223833,-11.58051009,-11.3576412,-12.76499371,-12.28134972,-13.68744263,-29.89735285,-12.28313908,-13.25013336,-13.58107132,-12.95035523,-11.96377745,-10.32708762,-12.50353508,-11.56335024,-12.26634637,-11.92906294,-13.63327684,-12.82135151,-14.98671012,-13.57050208,-14.59528518,-11.91928484,-12.0003051,-13.93608405,-14.19010158,-12.69233285,-14.99610882,-11.57178827,-13.51878704,-12.68729037,-13.17365192,-13.71433785,-12.15864042,-12.80410037,-13.2751008,-13.27969887,-14.43651304,-14.09110534,-13.75165948,-14.86979237
hsa-miR-139(1),-12.08290182,-13.24588066,-29.89735285,-13.72601966,-12.95504454,-10.95650592,-11.23747191,-12.34248675,-16.23112885,-12.38452753,-10.7629516,-12.55447086,-15.49860916,-11.56828358,-12.88452102,-13.28696237,-12.72911167,-11.28169448,-13.13373847,-11.82659248,-8.791025066,-12.50909166,-12.59685729,-12.60972163,-9.317632725,-10.33316056,-10.75157988,-14.15809964,-10.85861066,-10.50353718,-10.92592157,-12.35581757,-11.46433801,-13.74967093,-13.16836948,-11.83680996,-11.17764987,-12.24926917,-11.33432048,-12.52386742,-9.940847655,-11.07573456,-11.5742761,-11.99404173,-12.1023025,-7.484618923,-10.44927689,-12.33426833,-12.34435362,-13.15864042,-11.02704232,-9.292804149,-8.547268316,-11.14328091,-10.69075816,-10.45959062,-9.943035828
